competition id|competition name|mat|category name|place|name|region|start time|score
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|2|Денис Субботин|Пермский край|21.09.2023 01:38:00|9.017
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|3|Андрей Красняков|Республика Бурятия|21.09.2023 01:34:00|9.013
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|4|Иван Лотарёв|г. Москва|21.09.2023 01:40:00|8.990
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|5|Максим Соловьёв|Красноярский край|21.09.2023 01:44:00|8.890
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|6|Матвей Алдояров|Красноярский край|21.09.2023 01:30:00|8.867
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|7|Фёдор Соколов|Кемеровская область - Кузбасс|21.09.2023 01:32:00|8.863
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|8|Матвей Михайлов|Пермский край|21.09.2023 01:36:00|8.850
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|9|Лев  Чукавин|Калининградская область|21.09.2023 01:24:00|8.543
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|10|Михаил Агуенко|Самарская область|21.09.2023 01:20:00|8.433
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|11|Семен Прыгин|Калининградская область|21.09.2023 01:22:00|8.283
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|12|Глеб Коновалов|Самарская область|21.09.2023 01:18:00|8.213
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|13|Никита Кушин|Калининградская область|21.09.2023 01:26:00|8.167
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 2 группа"|14|Илья Микрюков|Удмуртская Республика|21.09.2023 01:28:00|8.087
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 3 группа"|1|Кирилл Ашихмин|г. Москва|21.09.2023 01:54:00|9.283
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 3 группа"|2|Максим Ческидов|г. Москва|21.09.2023 01:52:00|9.067
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 3 группа"|3|Иван Лотарёв|г. Москва|21.09.2023 01:56:00|9.027
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 3 группа"|4|Александр Помельников|Белгородская область|21.09.2023 01:50:00|8.623
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 3 группа"|5|Айдар Фарукшин|Республика Татарстан|21.09.2023 01:46:00|8.540
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 3 группа"|6|Семён  Салынский|Московская область|21.09.2023 01:48:00|8.310
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|1|Михаил Шедько|Амурская область|21.09.2023 02:12:00|9.397
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|2|Саян Хастаев|г. Москва|21.09.2023 02:28:00|9.373
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|3|Никита Kozlov|ХМАО - Югра|21.09.2023 02:24:00|9.367
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|4|Леонид Замураев|г. Санкт-Петербург|21.09.2023 02:18:00|9.200
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|5|Тимур Ходжаков|Вологодская область|21.09.2023 02:20:00|9.110
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|6|Евгений Халилов|г. Санкт-Петербург|21.09.2023 02:02:00|9.100
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|7|Далер Шарипов|Новосибирская область|21.09.2023 02:06:00|9.047
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|8|Егор Шмаков|Амурская область|21.09.2023 02:14:00|9.040
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|9|Сергей Лебедев|Амурская область|21.09.2023 02:10:00|8.970
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|10|Матвей Михайлов|Пермский край|21.09.2023 02:26:00|8.943
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|11|Данила Антипов|г. Санкт-Петербург|21.09.2023 02:00:00|8.937
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|12|Матвей Алдояров|Красноярский край|21.09.2023 02:04:00|8.910
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|13|Борислав Дробницкий|г. Санкт-Петербург|21.09.2023 02:16:00|8.803
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|14|Кирилл Трапезников|Вологодская область|21.09.2023 02:22:00|8.797
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|15|Виктор Мелешин|Ивановская область|21.09.2023 02:32:00|8.783
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|16|Артём Тугашев|Удмуртская Республика|21.09.2023 01:58:00|8.525
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|17|Кирилл Волков|Кемеровская область - Кузбасс|21.09.2023 02:08:00|8.467
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 4 группа"|18|Никита Колесников|Воронежская область|21.09.2023 02:30:00|7.950
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|1|Никита Кадилов|Республика Бурятия|21.09.2023 02:42:00|9.240
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|2|Кирилл Кондратьев|ХМАО - Югра|21.09.2023 02:34:00|9.217
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|3|Тимур Ходжаков|Вологодская область|21.09.2023 02:48:00|9.127
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|4|Кирилл Ашихмин|г. Москва|21.09.2023 02:54:00|9.087
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|5|Егор Голубев|г. Москва|21.09.2023 02:56:00|9.067
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|6|Андрей Красняков|Республика Бурятия|21.09.2023 02:40:00|9.033
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|7|Денис Субботин|Пермский край|21.09.2023 02:52:00|9.000
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|8|Кирилл Трапезников|Вологодская область|21.09.2023 02:50:00|8.910
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|9|Даниил Рязанцев|Свердловская область|21.09.2023 02:58:00|8.890
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|10|Виталий Мартынов|г. Санкт-Петербург|21.09.2023 02:36:00|8.883
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|11|Владимир Калинин|Белгородская область|21.09.2023 02:46:00|8.880
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|12|Виктор Мелешин|Ивановская область|21.09.2023 03:00:00|8.877
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|13|Егор Ильяшенко|г. Санкт-Петербург|21.09.2023 02:44:00|8.733
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 5 группа"|14|Михаил Рыков|Кемеровская область - Кузбасс|21.09.2023 02:38:00|8.530
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 6 группа"|1|Максим Ческидов|г. Москва|21.09.2023 03:06:00|9.333
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 6 группа"|2|Никита Kozlov|ХМАО - Югра|21.09.2023 03:04:00|9.280
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 6 группа"|3|Егор Голубев|г. Москва|21.09.2023 03:08:00|9.160
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 6 группа"|4|Александр Гольтяков|г. Санкт-Петербург|21.09.2023 03:02:00|9.100
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - 6 группа"|5|Тимофей Иванов|Ивановская область|21.09.2023 03:10:00|8.850
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - Тайцзицюань"|1|Ярослав Бузаев|Томская область|21.09.2023 03:16:00|9.100
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - Тайцзицюань"|2|Алексей Гузев|Воронежская область|21.09.2023 03:20:00|8.910
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - Тайцзицюань"|3|Айдар Фарукшин|Республика Татарстан|21.09.2023 03:12:00|8.850
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - Тайцзицюань"|4|Андрей Егоров|г. Санкт-Петербург|21.09.2023 03:14:00|8.830
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - Тайцзицюань"|5|Захар Жданов|Республика Бурятия|21.09.2023 03:22:00|8.800
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - Тайцзицюань"|6|Георгий Филатов|Тверская область|21.09.2023 03:18:00|8.480
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу цюаньшу - Тайцзицюань"|7|Владислав Хан|Ленинградская область|21.09.2023 03:24:00|8.430
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|1|Георгий  Голобородкин|г. Москва|21.09.2023 04:08:00|9.300
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|2|Михаил Шедько|Амурская область|21.09.2023 03:56:00|9.230
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|3|Кирилл Кондратьев|ХМАО - Югра|21.09.2023 03:34:00|9.210
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|4|Далер Шарипов|Новосибирская область|21.09.2023 03:46:00|9.083
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|5|Иван Лотарёв|г. Москва|21.09.2023 04:06:00|9.070
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|6|Андрей Красняков|Республика Бурятия|21.09.2023 03:52:00|9.043
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|7|Матвей Алдояров|Красноярский край|21.09.2023 03:44:00|8.970
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|8|Данила Антипов|г. Санкт-Петербург|21.09.2023 03:40:00|8.967
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|9|Егор Шмаков|Амурская область|21.09.2023 03:58:00|8.960
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|10|Сергей Лебедев|Амурская область|21.09.2023 03:54:00|8.940
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|11|Владимир Калинин|Белгородская область|21.09.2023 04:00:00|8.913
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|12|Антон Кислицин|Томская область|21.09.2023 04:02:00|8.900
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|13|Матвей Михайлов|Пермский край|21.09.2023 04:04:00|8.893
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|14|Виталий Мартынов|г. Санкт-Петербург|21.09.2023 03:42:00|8.873
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|15|Кирилл Волков|Кемеровская область - Кузбасс|21.09.2023 03:48:00|8.753
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|16|Артём Тугашев|Удмуртская Республика|21.09.2023 03:38:00|8.650
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|17|Борис Волков|Кемеровская область - Кузбасс|21.09.2023 03:50:00|8.560
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|18|Ян Артющик|Республика Карелия|21.09.2023 03:32:00|8.483
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|19|Глеб Коновалов|Самарская область|21.09.2023 03:26:00|8.450
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|20|Лев  Чукавин|Калининградская область|21.09.2023 03:30:00|8.267
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|21|Илья Микрюков|Удмуртская Республика|21.09.2023 03:36:00|8.250
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|22|Семен Прыгин|Калининградская область|21.09.2023 03:28:00|8.133
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу гуньшу"|23|Богдан Ампилов|Орловская область|21.09.2023 04:10:00|0.000
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу дуаньбин"|1|Амгалан Жигжитов|Республика Бурятия|21.09.2023 04:26:00|9.400
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу дуаньбин"|2|Леонид Замураев|г. Санкт-Петербург|21.09.2023 04:32:00|9.293
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу дуаньбин"|3|Георгий  Голобородкин|г. Москва|21.09.2023 04:44:00|9.280
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу дуаньбин"|4|Никита Кадилов|Республика Бурятия|21.09.2023 04:24:00|9.207
1|КУБОК РОССИИ И ВСЕРОСИЙСКИЕ СОРЕВНОВАНИЯ ПО УШУ|Ковер 2|"Юниоры 15-17 лет | Кунгфу - традиционное ушу дуаньбин"|5|Артём Тарайковский|г. Москва|21.09.2023 04:42:00|9.167
